OBJECTID,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Zone_Desc,Shape_STArea_1,Shape_STLength_1,Urban_Label,Shape__Area,Shape__Length
4044,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,Multifamily Residential,361706.43945313,3061.26583042,MFRART64A,361706.439453125,3061.26583041782
4045,OS-RC,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-RC,,Recreation Open Space,100125.46801758,1456.99929903,OSRCART64,100125.468017578,1456.99929903232
4046,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,Parkland Open Space,3701.82592773,547.94826921,OSPART64,3701.82592773438,547.948269209151
4047,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,Parkland Open Space,13212.98535156,581.94576141,OSPART64,13212.9853515625,581.945761411944
4048,OS-G,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-G,,Community Garden Open Space,6871.58691406,338.66650817,OSGART64,6871.5869140625,338.666508174478
4049,OS-G,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-G,,Community Garden Open Space,30834.08984375,789.02637318,OSGART64,30834.08984375,789.026373175288
4050,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,Urban Plaza Open Space,17306.21923828,526.36785019,OSUPART64,17306.2192382812,526.367850186106
4051,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,Urban Plaza Open Space,28189.09667969,794.07993799,OSUPART64,28189.0966796875,794.07993799346
4052,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,Parkland Open Space,7827.80859375,398.99287716,OSPART64,7827.80859375,398.992877156113
4053,OS-G,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-G,,Community Garden Open Space,34321.41918945,933.03451237,OSGART64,34321.4191894531,933.034512366277
4054,OS-CM,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-CM,,Cemetery Open Space,81857.53393555,1323.16921669,OSCMART64,81857.5339355469,1323.16921669478
4055,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,Parkland Open Space,13733.17700195,690.88123644,OSPART64,13733.1770019531,690.881236442531
4056,1,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 1,8,Central Artery Area,140974.48144531,1571.06109747,1ART49,140974.481445312,1571.06109746925
4057,18N,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 18N,,Central Artery Area,87372.55175781,1209.26218955,18NART49,87372.5517578125,1209.26218955382
4058,20,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 20,10,Central Artery Area,122360.18676758,1446.06647803,20ART49,122360.186767578,1446.06647803422
4059,19,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 19,2.25,Central Artery Area,141293.60009766,1548.00950244,19ART49,141293.600097656,1548.0095024447
4060,14,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 14,,Central Artery Area,119772.80957031,1495.57629644,14ART49,119772.809570312,1495.57629643831
4061,18S,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 18S,,Central Artery Area,107183.16381836,1311.33416125,18SART49,107183.163818359,1311.33416124698
4062,7E,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 7E,,Central Artery Area,20348.36352539,859.22555912,7EART49,20348.3635253906,859.225559117925
4063,1A,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 1A,8,Central Artery Area,85634.91088867,1373.7482035,1AART49,85634.9108886719,1373.74820349525
4064,23N,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 23N,,Central Artery Area,97602.70825195,1853.00781881,23NART49,97602.7082519531,1853.00781881432
4065,17S,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 17S,,Central Artery Area,67588.76416016,1071.86559313,17SART49,67588.7641601562,1071.86559312841
4066,2A,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 2A,8,Central Artery Area,94221.82617188,1429.2330159,2AART49,73150.8681640625,1459.22594274634
4067,2,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 2,8,Central Artery Area,82171.8515625,1340.02445685,2ART49,82171.8515625,1340.02445684822
4068,3,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 3,,Central Artery Area,24558.37988281,778.10369431,3ART49,24558.3798828125,778.103694309483
4069,12,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 12,4,Central Artery Area,125995.10595703,1549.00195015,12ART49,125995.105957031,1549.00195015168
4070,7W,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 7W,7,Central Artery Area,101944.01245117,1309.25755332,7WART49,101944.012451172,1309.25755331689
4071,5,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 5,2,Central Artery Area,15554.11254883,608.17736704,5ART49,15554.1125488281,608.177367039227
4072,6,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 6,4,Central Artery Area,89115.27612305,1413.58236517,6ART49,65971.5295410156,1275.47026338249
4073,9,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 9,4,Central Artery Area,50415.81201172,1067.57990224,9ART49,50415.8120117188,1067.57990223948
4074,10,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 10,,Central Artery Area,94952.99145508,1261.68640629,10ART49,94952.9914550781,1261.68640628616
4075,8,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 8,,Central Artery Area,112614.91943359,1341.28733593,8ART49,112614.919433594,1341.28733593297
4076,11,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 11,4,Central Artery Area,55589.71264648,1087.63739583,11ART49,55589.7126464844,1087.63739582663
4077,11A,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 11A,4,Central Artery Area,37903,862.64108019,11AART49,37903,862.641080190186
4078,13,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 13,,Central Artery Area,35565.05273438,818.1051939,13ART49,35565.052734375,818.105193898467
4079,17N,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 17N,2.25,Central Artery Area,65278.14379883,1061.99712341,17NART49,65278.1437988281,1061.99712340699
4080,15/16,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 15/16,,Central Artery Area,163704.9609375,1803.5649559,15/16ART49,163704.9609375,1803.56495589964
4081,22S,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 22S,,Central Artery Area,44213.62792969,959.83229643,22SART49,44213.6279296875,959.832296426376
4082,22N,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 22N,,Central Artery Area,151757.69067383,1635.83116697,22NART49,151757.690673828,1635.83116696662
4083,21,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 21,2.25,Central Artery Area,68939.27905273,1067.16374504,21ART49,68939.2790527344,1067.16374503974
4084,OS-A,Audbon Circle Neighborhood,1M,61,Open Space,Audbon Circle Neighborhood OS-AR,,Air-Right Open Space,66151.99731445,2733.6947735,OSAART61,66151.9973144531,2733.69477349931
4085,LC,Audbon Circle Neighborhood,1M,61,Business,Audbon Circle Neighborhood LC,2,Local Convenience,93428.31396484,1861.47851546,LCART61,93428.3139648438,1861.4785154578
4086,LC,Audbon Circle Neighborhood,1M,61,Business,Audbon Circle Neighborhood LC,2,Local Convenience,59756.43798828,999.75390786,LCART61,59756.4379882812,999.753907864163
4087,MFR,Audbon Circle Neighborhood,1M,61,Residential,Audbon Circle Neighborhood MFR,2,Multifamily Residential,829436.57080078,7525.33428308,MFRART61A,829436.570800781,7525.33428307627
4088,LC,Audbon Circle Neighborhood,1M,61,Business,Audbon Circle Neighborhood LC,2,Local Convenience,28088.27319336,828.42655882,LCART61,28088.2731933594,828.426558818902
4089,MFR/LS-3,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR/LS-3,3,Multifamily Residential/Local Services,24208.86450195,622.21902295,MFR/LS3ART63A,24208.8645019531,622.219022954903
4090,RH,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood RH,2,Row House Residential,9594.45654297,482.15749097,RHART63,9594.45654296875,482.157490969437
4091,OS-UP,Bay Village Neighborhood,1C/1G/1N,63,Open Space,Bay Village Neighborhood OS-UP,,Urban Plaza Open Space,2210.35986328,187.7472525,OSUPART63,2210.35986328125,187.747252502465
4092,MFR/LS,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR/LS,2,Multifamily Residential/Local Services,12072.02709961,542.18179231,MFR/LSART63A,12072.0270996094,542.181792312696
4093,NS,Bay Village Neighborhood,1C/1G/1N,63,Business,Bay Village Neighborhood NS,6,Neighborhood Shopping,83892.4296875,1425.04754573,NSART63,83892.4296875,1425.04754573254
4094,OS-UP,Bay Village Neighborhood,1C/1G/1N,63,Open Space,Bay Village Neighborhood OS-UP,,Urban Plaza Open Space,7209.9934082,384.02591815,OSUPART63,7209.99340820312,384.025918153015
4095,MFR,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR,2,Multifamily Residential,100294.515625,1595.97291522,MFRART63A,100294.515625,1595.97291521773
4096,RH,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood RH,2,Row House Residential,22351.6171875,701.07535129,RHART63,22351.6171875,701.075351285496
4097,NS,Bay Village Neighborhood,1C/1G/1N,63,Business,Bay Village Neighborhood NS,6,Neighborhood Shopping,87985.62353516,1220.85714559,NSART63,87985.6235351562,1220.857145586
4098,MFR,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR,2,Multifamily Residential,189322.39746094,3716.66496828,MFRART63A,189322.397460938,3716.66496828271
4099,MFR,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR,2,Multifamily Residential,28280.88183594,840.21260415,MFRART63A,28280.8818359375,840.212604151394
4100,OS-UP,Bay Village Neighborhood,1C/1G/1N,63,Open Space,Bay Village Neighborhood OS-UP,,Urban Plaza Open Space,8271.49194336,374.80331435,OSUPART63,8271.49194335938,374.803314346132
4101,MFR/LS-2,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR/LS-2,2,Multifamily Residential/Local Services,9919.69506836,576.25038389,MFR/LS2ART63A,9919.69506835938,576.250383885204
4102,RH,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood RH,2,Row House Residential,182054.57104492,3362.80060385,RHART63,182054.571044922,3362.80060384804
4103,MFR,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR,2,Multifamily Residential,68708.22265625,1270.64293908,MFRART63A,68708.22265625,1270.64293908492
4104,MFR/LS-2,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR/LS-2,2,Multifamily Residential/Local Services,81222.61352539,1649.72342123,MFR/LS2ART63A,81222.6135253906,1649.72342123262
4105,MFR/LS-3,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR/LS-3,3,Multifamily Residential/Local Services,14064.09545898,639.88319492,MFR/LS3ART63A,14064.0954589844,639.883194924786
4106,MFR/LS-2,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR/LS-2,2,Multifamily Residential/Local Services,47309.72192383,1121.32386613,MFR/LS2ART63A,47309.7219238281,1121.32386612766
4107,MFR/LS-2,Bay Village Neighborhood,1C/1G/1N,63,Residential,Bay Village Neighborhood MFR/LS-2,2,Multifamily Residential/Local Services,17510.22998047,626.8148403,MFR/LS2ART63A,17510.2299804688,626.814840300505
4108,STUART STREET/WASHINGTON STREET PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural STUART STREET/WASHINGTON STREET PROTECTION AREA,8,Protection Area,31894.12182617,766.88234617,SSSPAART38,31894.1218261719,766.882346169078
4109,LADDER BLOCKS AND WASHINGTON STREET THEATRE PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural LADDER BLOCKS AND WASHINGTON STREET THEATRE PROTECTION AREA,8,Protection Area,394455.44750977,3855.71201796,LBAWSTPAART38,394455.447509766,3855.71201796047
4110,NEWSPAPER ROW/OLD SOUTH PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural NEWSPAPER ROW/OLD SOUTH PROTECTION AREA,8,Protection Area,187966.50097656,2252.81190328,NRSPAART38,187966.500976562,2252.81190327716
4111,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8,Protection Area,98542.56469727,1787.70117812,BCAPGPAART38,98542.5646972656,1787.70117811993
4112,BAY VILLAGE PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural BAY VILLAGE PROTECTION AREA,4,Protection Area,204115.41894531,2411.43870031,BVPAART38,204115.418945312,2411.43870030757
4113,GENERAL AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural GENERAL AREA,10,General Area,1218451.49951172,7553.79056262,GAART38,1218451.49951172,7553.79056261586
4114,HAYDEN BUILDING PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural HAYDEN BUILDING PROTECTION AREA,4,Protection Area,3347.29394531,259.55833282,HBPAART38,3347.2939453125,259.558332817877
4115,BOYLSTON STREET PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural BOYLSTON STREET PROTECTION AREA,7,Protection Area,43045.58764648,1093.8861694,BSPAART38,43045.5876464844,1093.88616940138
4116,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8,Protection Area,126608.03320313,2115.68890361,BCAPGPAART38,126608.033203125,2115.68890361349
4117,GENERAL AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural GENERAL AREA,10,General Area,1193081.86157227,9697.16822112,GAART38,1193081.86157227,9697.16822111824
4118,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8,Protection Area,19819.7902832,883.62138416,BCAPGPAART38,19819.7902832031,883.62138415562
4119,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8,Protection Area,37379.53125,979.78787834,BCAPGPAART38,37379.53125,979.787878339401
4120,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8,Protection Area,131421.15112305,2590.62733428,BCAPGPAART38,131421.151123047,2590.62733428482
4121,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8,Protection Area,8967.63574219,380.17325849,BCAPGPAART38,8967.6357421875,380.173258493509
4122,GENERAL AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural GENERAL AREA,10,General Area,131211.60473633,2522.21002573,GAART38,131211.604736328,2522.21002573069
4123,JACOB WIRTH PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural JACOB WIRTH PROTECTION AREA,4,Protection Area,9937.85327148,429.57582377,JWPAART38,9937.85327148438,429.575823773034
4124,OS,Midtown Cultural,1A,38,Open Space,Midtown Cultural OS,,Open Space,11730.11279297,561.59127165,OSART38,11730.1127929688,561.591271651906
4125,TREMONT STREET PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural TREMONT STREET PROTECTION AREA,8,Protection Area,37770.94726563,891.36543276,TSPAART38,37770.947265625,891.365432759225
4126,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8,Protection Area,54031.46118164,1185.01337989,BCAPGPAART38,54031.4611816406,1185.01337989134
4127,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Midtown Cultural BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8,Protection Area,12358.88598633,1029.98998135,BCAPGPAART38,12358.8859863281,1029.9899813471
4128,NS,Mission Hill Neighborhood,6D,59,Business,Mission Hill Neighborhood NS,2,Neighborhood Shopping,185305.44458008,3158.03409999,NSART59,185305.444580078,3158.03409999255
4129,CC,Mission Hill Neighborhood,6D,59,Business,Mission Hill Neighborhood CC,3,Community Commercial,503881.35961914,4717.81324858,CCART59,503881.359619141,4717.81324858334
4130,MFR/LS,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR/LS,1,Multifamily Residential/Local Services,24784.49804688,648.494343,MFR/LSART59A,24784.498046875,648.494343002333
4131,3F-2000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 3F-2000,1,Three-Family Residential,758367.23950195,5993.97727057,3F2000ART59A,758367.239501953,5993.97727057277
4132,OS-G,Mission Hill Neighborhood,6D,59,Open Space,Mission Hill Neighborhood OS-G,,Community Garden Open Space,7839.48510742,448.39273706,OSGART59,7839.48510742188,448.392737060406
4133,OS-RC,Mission Hill Neighborhood,6D,59,Open Space,Mission Hill Neighborhood OS-RC,,Recreation Open Space,498742.37451172,6060.62028086,OSRCART59,498742.374511719,6060.62028086001
4134,NS,Mission Hill Neighborhood,6D,59,Business,Mission Hill Neighborhood NS,2,Neighborhood Shopping,93643.05102539,1811.21029424,NSART59,93643.0510253906,1811.21029423631
4135,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-1,3,Multifamily Residential,1071359.73193359,4621.87080735,MFR1ART59A,1071359.73193359,4621.87080735398
4136,NEW ENGLAND BAPTIST IS,Mission Hill Neighborhood,6D,59,Comm/Instit,Mission Hill Neighborhood NEW ENGLAND BAPTIST IS,2,Institutional,1017577.90405273,4975.27141556,NEBISART59,1017577.90405273,4975.27141555882
4137,3F-2000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 3F-2000,1,Three-Family Residential,310574.7434082,4374.89133472,3F2000ART59A,310574.743408203,4374.89133471964
4138,RH,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood RH,1,Row House Residential,71422.49731445,1743.03496455,RHART59,71422.4973144531,1743.03496454873
4139,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-1,3,Multifamily Residential,546005.9453125,4094.1683839,MFR1ART59A,546005.9453125,4094.16838390072
4140,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-1,3,Multifamily Residential,63093.22729492,1043.06878335,MFR1ART59A,63093.2272949219,1043.06878334555
4141,2F-3000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 2F-3000,0.9,Two-Family Residential,112951.51733398,2237.44125752,2F3000ART59A,112951.517333984,2237.44125752452
4142,MFR-2,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-2,2,Multifamily Residential,65982.09326172,1025.85353949,MFR2ART59A,65982.0932617188,1025.85353948968
4143,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-1,3,Multifamily Residential,79394.99780273,1415.59761655,MFR1ART59A,79394.9978027344,1415.59761654536
4144,NS,Mission Hill Neighborhood,6D,59,Business,Mission Hill Neighborhood NS,2,Neighborhood Shopping,81374.70849609,1342.91974779,NSART59,81374.7084960938,1342.91974778605
4145,MFR-2,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-2,2,Multifamily Residential,183789.35522461,2045.21949892,MFR2ART59A,183789.355224609,2045.21949892266
4146,RH,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood RH,1,Row House Residential,149861.35693359,1986.06142267,RHART59,149861.356933594,1986.06142267271
4147,OS-UW,Mission Hill Neighborhood,6D,59,Open Space,Mission Hill Neighborhood OS-UW,,Urban Wild Open Space,160166.47436523,2433.30326339,OSUWART59,160166.474365234,2433.30326339128
4148,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-1,3,Multifamily Residential,108839.49145508,1998.16423846,MFR1ART59A,108839.491455078,1998.16423846219
4149,2F-3000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 2F-3000,0.9,Two-Family Residential,165409.71166992,2020.64402928,2F3000ART59A,165409.711669922,2020.64402927949
4150,MASS MENTAL HEALTH CENTER IS,Mission Hill Neighborhood,6D,59,Comm/Instit,Mission Hill Neighborhood MASS MENTAL HEALTH CENTER IS,2,Institutional,150052.08447266,1706.36185923,MMHCISART59,150052.084472656,1706.3618592311
4151,3F-2000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 3F-2000,1,Three-Family Residential,336053.74316406,3427.21800819,3F2000ART59A,336053.743164062,3427.21800819491
4152,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-1,3,Multifamily Residential,929777.22607422,5920.0910774,MFR1ART59A,929777.226074219,5920.09107740266
4153,LI,Mission Hill Neighborhood,6D,59,Industrial,Mission Hill Neighborhood LI,2,Local Industrial,364561.39257813,5446.44139967,LIART59,364561.392578125,5446.44139966683
4154,2F-5000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 2F-5000,0.6,Two-Family Residential,212745.59814453,2583.99667769,2F5000ART59A,212745.598144531,2583.99667769474
4155,2F-3000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 2F-3000,0.9,Two-Family Residential,230407.95483398,2352.63409152,2F3000ART59A,230407.954833984,2352.63409152284
4156,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-1,3,Multifamily Residential,46598.17333984,860.0715869,MFR1ART59A,46598.1733398438,860.07158690468
4157,OS-G,Mission Hill Neighborhood,6D,59,Open Space,Mission Hill Neighborhood OS-G,,Community Garden Open Space,21819.81079102,664.84837394,OSGART59,21819.8107910156,664.848373937783
4158,ALLEGHANY CF,Mission Hill Neighborhood,6D,59,Comm/Instit,Mission Hill Neighborhood ALLEGHANY CF,2,Community Facilities,87059.07226563,1362.46015452,ACFART59,87059.072265625,1362.46015452182
4159,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-1,3,Multifamily Residential,91753.89257813,1210.62406117,MFR1ART59A,91753.892578125,1210.62406116933
4160,OS-RC,Mission Hill Neighborhood,6D,59,Open Space,Mission Hill Neighborhood OS-RC,,Recreation Open Space,7221.51538086,354.73864509,OSRCART59,7221.51538085938,354.738645085044
4161,TREMONT CF,Mission Hill Neighborhood,6D,59,Comm/Instit,Mission Hill Neighborhood TREMONT CF,3,Community Facilities,139338.59765625,1849.1177063,TCFART59,139338.59765625,1849.11770629603
4162,TREMONT CF,Mission Hill Neighborhood,6D,59,Comm/Instit,Mission Hill Neighborhood TREMONT CF,3,Community Facilities,202242.96191406,1819.78274557,TCFART59,202242.961914062,1819.78274557285
4163,OS-RC,Mission Hill Neighborhood,6D,59,Open Space,Mission Hill Neighborhood OS-RC,,Recreation Open Space,131343.08837891,1659.83896687,OSRCART59,131343.088378906,1659.83896687456
4164,RH,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood RH,1,Row House Residential,178119.30957031,1769.14777985,RHART59,178119.309570312,1769.14777985343
4165,NS,Mission Hill Neighborhood,6D,59,Business,Mission Hill Neighborhood NS,2,Neighborhood Shopping,30726.13598633,842.03185116,NSART59,30726.1359863281,842.031851158089
4166,CPS,Mission Hill Neighborhood,6D,59,Miscellaneous,Mission Hill Neighborhood CPS,0.3,Conservation Protection,280071.59326172,2650.70527811,CPSART59,280071.593261719,2650.70527811298
4167,RH,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood RH,1,Row House Residential,383752.81958008,3823.75170032,RHART59,383752.819580078,3823.75170031635
4168,LI,Mission Hill Neighborhood,6D,59,Industrial,Mission Hill Neighborhood LI,2,Local Industrial,335419.50708008,2541.74347063,LIART59,335419.507080078,2541.74347062673
4169,NS,Mission Hill Neighborhood,6D,59,Business,Mission Hill Neighborhood NS,2,Neighborhood Shopping,156411.50463867,2746.91219981,NSART59,156411.504638672,2746.91219980551
4170,3F-2000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 3F-2000,1,Three-Family Residential,1431222.89599609,9466.36891346,3F2000ART59A,1431222.89599609,9466.36891346271
4171,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-1,3,Multifamily Residential,22056.41601563,638.55506555,MFR1ART59A,22056.416015625,638.555065552093
4172,3F-3000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 3F-3000,0.8,Three-Family Residential,316393.04003906,4467.05215994,3F3000ART59A,316393.040039062,4467.05215994194
4173,OS-P,Mission Hill Neighborhood,6D,59,Open Space,Mission Hill Neighborhood OS-P,,Parkland Open Space,3349.73388672,266.70000079,OSPART59,3349.73388671875,266.700000790566
4174,OS-P,Mission Hill Neighborhood,6D,59,Open Space,Mission Hill Neighborhood OS-P,,Parkland Open Space,56795.94042969,1709.16142488,OSPART59,56795.9404296875,1709.16142487753
4175,2F-4000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 2F-4000,0.7,Two-Family Residential,75905.89453125,1496.56236773,2F4000ART59A,75905.89453125,1496.56236773144
4176,2F-4000,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood 2F-4000,0.7,Two-Family Residential,64455.72631836,1148.06465267,2F4000ART59A,64455.7263183594,1148.06465266741
4177,OS-RC,Mission Hill Neighborhood,6D,59,Open Space,Mission Hill Neighborhood OS-RC,,Recreation Open Space,563578.39941406,4524.70535272,OSRCART59,563578.399414062,4524.70535271995
4178,MFR/LS,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR/LS,1,Multifamily Residential/Local Services,73655.05053711,1299.82348771,MFR/LSART59A,73655.0505371094,1299.82348770957
4179,LI,Mission Hill Neighborhood,6D,59,Industrial,Mission Hill Neighborhood LI,2,Local Industrial,358306.0402832,4960.01253697,LIART59,358306.040283203,4960.01253697196
4180,OS-A,Mission Hill Neighborhood,6D,59,Open Space,Mission Hill Neighborhood OS-A,,Air-Right Open Space,469469.68457031,4680.62176856,OSAART59,469469.684570312,4680.62176856067
4181,WENTWORTH INSTITUTE IS,Mission Hill Neighborhood,6D,59,Comm/Instit,Mission Hill Neighborhood WENTWORTH INSTITUTE IS,2,Institutional,1299931.84277344,5272.2815898,WIISART59,1299931.84277344,5272.28158980361
4182,MFR-3,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-3,3,Multifamily Residential,402276.4519043,3297.61019254,MFR3ART59A,402276.451904297,3297.61019254321
4183,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Mission Hill Neighborhood MFR-1,3,Multifamily Residential,113280.5234375,1454.44864381,MFR1ART59A,113280.5234375,1454.44864380967
